,Reaction,Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13
0,vc,7.853977,13.27229,16.7646,19.87994,26.08929,26.33096,26.3464,26.36036,26.33857,26.15734,22.47729,14.30072,9.548239
1,vo,2.850234,4.816556,6.083927,7.214495,9.467889,9.555591,9.561193,9.56626,9.558352,9.492582,8.15708,5.189777,3.465087
2,v2,19.98078,33.76344,42.64649,50.57068,66.37041,66.98558,67.02485,67.06037,67.00494,66.5437,57.17776,36.37938,24.29062
3,v3,19.98078,33.76344,42.64649,50.57068,66.37041,66.98558,67.02485,67.06037,67.00494,66.5437,57.17776,36.37938,24.29062
4,v5,3.612887,6.147489,7.808363,9.32931,12.96868,13.13884,13.1466,13.15356,13.14267,13.02556,10.66207,6.633485,4.40181
5,v6,3.612888,6.147489,7.808363,9.32931,12.96868,13.13884,13.1466,13.15356,13.14267,13.02556,10.66207,6.633485,4.40181
6,v7,3.568069,6.029614,7.616176,9.031479,11.85239,11.96218,11.9692,11.97554,11.96564,11.88331,10.21146,6.496832,4.337775
7,v8,3.56807,6.029614,7.616176,9.031479,11.85239,11.96218,11.9692,11.97554,11.96564,11.88331,10.21146,6.496832,4.337775
8,v9,3.56807,6.029614,7.616176,9.031479,11.85239,11.96218,11.9692,11.97554,11.96564,11.88331,10.21146,6.496832,4.337775
9,v10,3.56807,6.029614,7.616176,9.031479,11.85239,11.96218,11.9692,11.97554,11.96564,11.88331,10.21146,6.496832,4.337775
10,v13,10.70421,18.08884,22.84853,27.09444,35.55718,35.88655,35.90759,35.92662,35.89692,35.64992,30.63437,19.4905,13.01333
11,v23,0.06000213,0.1330486,0.2071856,0.3124886,1.128298,1.188641,1.189401,1.190027,1.189026,1.154223,0.4647259,0.1517913,0.07924821
12,v24,0.0600021,0.1330486,0.2071855,0.3124886,1.128298,1.188641,1.189401,1.190027,1.189026,1.154223,0.4647259,0.1517913,0.07924821
13,v25,0.01518111,0.01517471,0.01499795,0.01465715,0.01201594,0.01198888,0.01200129,0.01201187,0.01199486,0.01196606,0.0141161,0.01513894,0.01521346
14,v112,2.850234,4.816556,6.083927,7.214495,9.467889,9.555591,9.561193,9.56626,9.558352,9.492582,8.15708,5.189777,3.465087
15,v113,1.425118,2.408277,3.041964,3.607248,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.078538,2.594889,1.732543
16,v121,2.850234,4.816556,6.083927,7.214495,9.467889,9.555591,9.561193,9.56626,9.558352,9.492582,8.15708,5.189777,3.465087
17,v122,1.425118,2.408277,3.041964,3.607248,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.078538,2.594889,1.732543
18,v123,1.425118,2.408277,3.041964,3.607248,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.078538,2.594889,1.732543
19,v124,1.425116,2.408278,3.041964,3.607247,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.078542,2.594889,1.732543
20,v131,1.425117,2.408278,3.041964,3.607248,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.07854,2.594889,1.732543
21,vlin,1.425118,2.408277,3.041964,3.607248,4.733945,4.777796,4.780597,4.78313,4.779176,4.746291,4.078538,2.594889,1.732543
22,v2out,2.850234,4.816556,6.083927,7.214495,9.467889,9.555591,9.561193,9.56626,9.558352,9.492582,8.15708,5.189777,3.465087
23,v51,1.025401,1.68981,2.090617,2.408812,2.437936,2.410679,2.412032,2.413317,2.411335,2.421326,2.60962,1.810959,1.236838
24,v52,1.025402,1.68981,2.090617,2.408812,2.437936,2.410679,2.412032,2.413317,2.411335,2.421326,2.609621,1.810959,1.236838
25,v55,0.5126616,0.8449056,1.045317,1.204406,1.218968,1.205344,1.206016,1.206658,1.205668,1.210663,1.304811,0.9054796,0.6184191
26,v56,0.5127009,0.8449051,1.045309,1.204406,1.218968,1.205339,1.206016,1.206658,1.205668,1.210663,1.30481,0.9054796,0.6184191
27,v57,0.5127009,0.8449051,1.045309,1.204406,1.218968,1.205339,1.206016,1.206658,1.205668,1.210663,1.30481,0.9054796,0.6184191
28,v58,0.07417829,0.06928764,0.06690251,0.06524411,0.06510168,0.06523506,0.06522837,0.06522206,0.0652318,0.06518278,0.06429096,0.06852825,0.07247215
29,v59,0.07417892,0.06928744,0.06690252,0.06524422,0.06510167,0.06523502,0.06522837,0.06522206,0.0652318,0.06518278,0.06429076,0.06852823,0.07247216
30,v60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,v62,0.512701,0.8449051,1.045309,1.204406,1.218968,1.205339,1.206016,1.206658,1.205668,1.210663,1.30481,0.9054796,0.6184191
32,vdhap_in,22.95308,21.04034,20.13975,19.48936,19.43163,19.48564,19.48296,19.48041,19.48435,19.46453,19.09558,20.75523,22.25981
33,vgap_in,22.95308,21.04034,20.13975,19.48936,19.43163,19.48564,19.48296,19.48041,19.48435,19.46453,19.09558,20.75523,22.25981
34,vpga_in,22.95308,21.04034,20.13975,19.48936,19.43163,19.48564,19.48296,19.48041,19.48435,19.46453,19.09558,20.75523,22.25981
35,vpga_use,0.002527171,0.005964188,0.008605598,0.01095108,0.01001389,0.009747589,0.009737294,0.009746756,0.009732204,0.009851015,0.0124305,0.006720183,0.003486163
36,Vbf1,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
37,Vbf2,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
38,Vbf3,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
39,Vbf4,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
40,Vbf5,21.49777,36.28944,45.81248,54.32468,71.35041,72.06059,72.10485,72.14837,72.07994,71.5447,61.43086,39.08738,26.12463
41,Vbf6,34.45156,58.87182,74.66285,88.84343,118.3217,119.1212,119.1349,119.1497,119.1303,118.6398,100.8012,63.51151,42.0732
42,Vbf7,34.45156,58.87182,74.66286,88.84343,118.3217,119.1212,119.1349,119.1497,119.1303,118.6398,100.8009,63.51151,42.0732
43,Vbf8,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
44,Vbf9,55.94956,95.16126,120.4752,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19783
45,Vbf10,55.94693,95.16129,120.4755,143.168,189.6721,191.1818,191.2398,191.2981,191.2102,190.1844,162.2316,102.5989,68.19783
46,Vbf11,33.23912,56.41661,71.36816,84.76085,112.0268,112.9796,113.0234,113.0671,113.0001,112.3301,95.9924,60.80956,40.48174
47,Vqi,68.90311,117.7436,149.3257,177.6869,236.6434,238.2425,238.2698,238.2994,238.2605,237.2796,201.6018,127.023,84.1464
48,Vipc,6721.502,11441.82,14493.97,17235.66,22881.72,23079.13,23086.56,23098.56,23083.01,22945.95,19570.4,12337.81,8195.102
49,Vicp,6720.08,11439.3,14490.73,17231.71,22874.92,23069.76,23076.87,23088.55,23073.49,22938.85,19565.72,12335.1,8193.349
50,Vinc,27.0737,47.84724,61.6395,75.26149,129.5792,178.7886,184.9185,191.0484,181.513,135.3685,89.22403,51.59328,33.37387
51,Vinp,29.92357,52.88379,68.12787,83.18375,143.2191,197.6085,204.3836,211.1587,200.6196,149.6178,98.61603,57.02415,36.88691
52,Vdp,24.2671,43.1627,55.75973,68.37324,122.0039,173.6969,180.1474,186.5951,176.5634,128.0593,81.60192,46.54186,29.97124
53,Vdc,24.26197,43.15322,55.74728,68.35756,121.9677,173.6264,180.0718,186.5142,176.4906,128.0196,81.58238,46.53164,29.96482
54,Vfp,4.234546,7.208345,9.131199,10.85847,14.41548,14.53985,14.54453,14.5521,14.54229,14.45595,12.32935,7.772818,5.162914
55,Vfc,4.23365,7.206762,9.12916,10.85598,14.4112,14.53395,14.53843,14.54579,14.5363,14.45147,12.3264,7.771111,5.16181
56,Vsfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,VsATP,1.275802,1.33013,1.361716,1.398455,1.736992,1.765325,1.765353,1.765343,1.765345,1.750059,1.450778,1.339138,1.295202
58,VgPQH2,182.6351,130.3475,487.7515,479.2332,1224.215,543.0541,901.7564,381.1861,595.616,830.7757,118.0303,334.727,70.61941
59,Vbf12,-4.368254e-07,1.688915e-08,-7.442621e-08,-4.782501e-08,-6.501675e-09,1.478399e-08,-9.486198e-09,-1.015658e-10,-2.792514e-10,4.097453e-09,1.311032e-07,1.317123e-09,-4.476226e-09
60,Vbf13,-1.166328e-07,4.630174e-09,-2.003153e-08,-1.303733e-08,-1.624887e-09,4.986033e-09,-3.295891e-09,-2.756983e-11,-9.530415e-11,1.14737e-09,3.615615e-08,3.644252e-10,-1.204362e-09
61,Vbf14,4.052677e-08,-2.416303e-09,6.471046e-09,4.811366e-09,2.722794e-10,-1.477987e-09,1.020601e-09,-7.459739e-12,2.850755e-11,9.012235e-11,-1.314118e-08,-2.02147e-10,4.388985e-10
62,Vbf15,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2316,102.5989,68.19782
63,Vbf16,55.94933,95.16126,120.4753,143.1681,189.6721,191.1818,191.2398,191.2981,191.2102,190.1845,162.2322,102.5989,68.19782
64,vbfn2,21.49778,36.28944,45.81248,54.32468,71.35041,72.06059,72.10485,72.14837,72.07994,71.5447,61.43086,39.08738,26.12463
65,VsNADPH,0.4406984,0.6421026,0.5269807,0.5721794,0.5918862,0.6347359,0.58997,0.6768026,0.6241817,0.6129265,0.9626646,0.5204898,0.6753972
66,vA_d,10.38264,20.43182,25.56537,32.83076,76.74007,135.2328,140.5043,151.0363,138.0563,84.03197,44.5573,20.99162,14.05932
67,vA_f,0.3623488,0.6824395,0.8373156,1.042781,1.813458,2.264019,2.268774,2.35579,2.274146,1.897187,1.346445,0.7011497,0.4843782
68,vA_U,2875.784,5416.186,6645.362,8276.043,14392.53,17968.4,18006.15,18696.75,18048.78,15057.04,10686.08,5564.68,3844.271
69,vU_A,2835.304,5346.771,6555.139,8167.517,14225.91,17767.62,17799.04,18488.67,17845.68,14886.84,10563.16,5488.755,3795.669
70,vU_f,0.3572484,0.6736931,0.8259476,1.029107,1.792465,2.238721,2.242679,2.329572,2.248555,1.875742,1.330958,0.6915832,0.4782543
71,vU_d,8.294313,15.91132,22.99496,29.62887,73.52898,126.6963,134.2125,139.1823,129.8907,79.60481,35.52745,18.25346,9.671006
72,v1,130.974,204.1092,520.4703,633.5425,2054.996,1286.347,1909.683,1025.45,1382.489,1561.803,369.3431,346.5155,113.6579
73,v_r1,87.97838,131.5303,428.8453,524.8932,1912.295,1142.226,1765.473,881.1531,1238.329,1418.714,246.4816,268.3408,61.40864
74,vS1_S2,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
75,vS2_S3,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
76,vS3_S0,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
77,vS0_S1,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
78,vz_1,0.5447084,0.8123667,2.388228,2.885221,9.890891,5.991583,9.141106,4.671838,6.477179,7.392542,1.452902,1.540526,0.4138537
79,v1z_1,0.1361771,0.2030917,0.5970569,0.7213053,2.472723,1.497896,2.285276,1.167959,1.619295,1.848135,0.3632255,0.3851316,0.1034634
80,v2z_1,0.1361771,0.2030917,0.5970569,0.7213053,2.472723,1.497896,2.285276,1.167959,1.619295,1.848135,0.3632255,0.3851316,0.1034634
81,v3z_1,0.1361771,0.2030917,0.5970569,0.7213053,2.472723,1.497896,2.285276,1.167959,1.619295,1.848135,0.3632255,0.3851316,0.1034634
82,v0z_1,0.1361771,0.2030917,0.5970569,0.7213053,2.472723,1.497896,2.285276,1.167959,1.619295,1.848135,0.3632255,0.3851316,0.1034634
83,vz_2,42.4509,71.76651,89.23674,105.7641,132.8099,138.1296,135.0686,139.6249,137.6827,135.6969,121.4085,76.63424,51.8354
84,v1z_2,10.61273,17.94163,22.30919,26.44103,33.20248,34.5324,33.76715,34.90622,34.42067,33.92421,30.35212,19.15856,12.95885
85,v2z_2,10.61273,17.94163,22.30919,26.44103,33.20248,34.5324,33.76715,34.90622,34.42067,33.92421,30.35212,19.15856,12.95885
86,v3z_2,10.61273,17.94163,22.30919,26.44103,33.20248,34.5324,33.76715,34.90622,34.42067,33.92421,30.35212,19.15856,12.95885
87,v0z_2,10.61273,17.94163,22.30919,26.44103,33.20248,34.5324,33.76715,34.90622,34.42067,33.92421,30.35212,19.15856,12.95885
88,v1z,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
89,v2z,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
90,v3z,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
91,v0z,10.7489,18.14472,22.90624,27.16234,35.6752,36.0303,36.05243,36.07418,36.03997,35.77235,30.71535,19.54369,13.06231
92,vAB1,22.91499,39.73816,46.57339,55.19725,71.67387,72.7059,72.47979,73.06561,72.66282,72.01863,66.70532,40.11154,34.04492
93,vBA1,1.417216,3.448717,0.7609088,0.8725725,0.3234642,0.6453071,0.3749371,0.9172434,0.582881,0.4739275,5.274628,1.02416,7.920292
94,vAB2,67.01515,156.8212,62.29355,73.62862,74.78188,85.87999,77.34815,97.94479,83.66706,78.58824,267.8802,66.88334,260.5234
95,vBA2,45.51737,120.5317,16.48107,19.30394,3.431474,13.81939,5.243296,25.79643,11.58712,7.043542,206.4495,27.79596,234.3988
96,v3,4.156534,7.855502,4.019332,4.625545,2.100431,3.752339,2.364088,4.916619,3.450738,2.925802,12.18365,4.652029,8.276553
97,v_r3,0.1471219,0.3058327,0.09801746,0.111801,0.03383204,0.0805898,0.04281232,0.1162249,0.07202774,0.05563854,0.4637646,0.1290776,0.4636008
98,v3_n,18.01745,29.68093,42.86514,50.96117,70.46168,69.84678,71.0899,68.88789,70.1352,70.00725,51.32412,35.44397,19.14868
99,v_r3_n,0.5290827,0.9411534,0.9739669,1.150234,1.177874,1.457931,1.306327,1.539916,1.433977,1.332712,1.613272,0.8795395,0.8370091
100,v_pq_ox,2886.117,2960.484,2614.065,2604.826,2054.226,2506.556,2252.916,2634.475,2466.834,2313.138,3023.133,2740.918,3073.179
101,Ic,11.21495,19.82014,25.53342,31.17616,53.6766,74.06102,76.60025,79.13949,75.18956,56.07477,36.95997,21.37189,13.82472
102,Ia,51.22506,90.52982,116.6256,142.3992,245.1715,338.2787,349.8768,361.4749,343.4334,256.1253,168.8172,97.61757,63.14536
103,v2_1,42.46519,71.82317,89.26476,105.8047,132.8397,138.1953,135.1091,139.7171,137.7429,135.7401,121.597,76.6627,51.88386
104,v2_2,1637.914,3770.854,1483.49,1793.03,1033.409,2173.986,1375.29,3013.84,1999.249,1460.843,7174.26,1768.35,4523.912
105,v2_00_1,0.5645919,0.735299,2.337234,2.711994,6.766388,3.695789,5.39433,2.802334,3.964568,5.142295,1.084713,1.521274,0.3974086
106,v2_01_1,1.569666,2.45471,4.742941,5.513447,13.28933,7.417729,10.6432,5.826388,7.914359,10.13199,3.729635,3.308417,2.086518
107,v2_02_1,40.33093,68.63316,82.18459,97.57929,112.784,127.0818,119.0716,131.0884,125.864,120.4658,116.7826,71.83301,49.39993
108,v2_00_2,21.77673,38.60461,38.84246,45.95906,52.63821,58.1394,54.90947,60.44919,57.54311,55.34167,63.99841,35.09066,34.65127
109,v2_01_2,60.54317,128.877,78.82286,93.43414,103.3826,116.6902,108.3383,125.6811,114.8718,109.041,220.0496,76.31401,181.9299
110,v2_02_2,1555.594,3603.373,1365.824,1653.637,877.3882,1999.157,1212.042,2827.71,1826.834,1296.46,6890.212,1656.945,4307.331
111,vr2_00_1,0.000159881,0.0004776785,0.0007047914,0.001001139,0.001669998,0.001763593,0.001719251,0.001791717,0.001756891,0.001714957,0.001401996,0.0005167376,0.0002917577
112,vr2_01_1,0.0003542226,0.0014281,0.000714154,0.001011695,0.001320011,0.001578144,0.001389947,0.001819549,0.001532545,0.001417725,0.004265333,0.0006527468,0.001691386
113,vr2_02_1,0.01376627,0.05474353,0.02659857,0.03857443,0.02682134,0.06239674,0.03739994,0.08863233,0.05694195,0.04013264,0.1827865,0.02728238,0.04647451
114,vr2_1,0.01428037,0.05664931,0.02801752,0.04058726,0.02981135,0.06573848,0.04050914,0.0922436,0.06023139,0.04326532,0.1884539,0.02845187,0.04845765
115,vr2_00_2,18.33175,31.78976,37.25767,44.15631,57.33633,58.16167,57.98081,58.44934,58.12721,57.61209,53.36185,32.08847,27.23544
116,vr2_01_2,40.61471,95.04083,37.75261,44.6219,45.32017,52.04575,46.87522,59.35729,50.70466,47.62691,162.3443,40.53439,157.8901
117,vr2_02_2,1578.423,3643.211,1406.091,1701.366,920.8616,2057.787,1261.293,2891.362,1883.94,1348.211,6957.1,1694.186,4338.373
118,vr2_2,1637.369,3770.042,1481.102,1790.144,1023.518,2167.995,1366.149,3009.168,1992.772,1453.45,7172.806,1766.809,4523.498
119,vP680qU,0.04785113,0.07180267,0.3104607,0.3945019,2.272326,1.786691,3.039136,1.413729,1.993406,1.700966,0.1536084,0.1768777,0.02786603
120,vP680qA,0.04853431,0.07273486,0.3147338,0.3997438,2.29894,1.806881,3.074498,1.42964,2.016093,1.720413,0.1553958,0.1793244,0.02822284
121,vU_P680,43.04346,72.65068,91.93543,109.0439,144.9731,145.9079,147.2488,145.7105,146.1533,144.7904,123.015,78.35165,52.27712
122,vP680_d,0.04783069,0.07180267,0.3104615,0.3945018,2.272326,1.786691,3.039136,1.413729,1.993406,1.700966,0.153608,0.1768777,0.02786603
123,vP680_f,-5.955478e-06,-5.411848e-06,-1.168862e-05,-1.560964e-05,-2.893309e-07,-1.18132e-05,3.461888e-05,-1.422232e-08,-8.207713e-08,1.044385e-08,-8.590221e-05,-4.858e-06,5.104061e-08
124,Vva,0.0,0.0,0.0,0.0,0.01550154,0.02509258,0.02503899,0.02490206,0.02508115,0.01840542,0.0,0.0,0.0
125,Vaz,0.0,0.0,0.0,0.0,0.009887032,0.05171507,0.05545491,0.05884666,0.05341693,0.01513571,0.0,0.0,0.0
126,Vza,3.065354e-11,1.411611e-11,1.924717e-11,2.228162e-11,0.009887012,0.05171499,0.0554548,0.05884659,0.05341673,0.01513559,1.578259e-11,1.529202e-11,2.068498e-11
127,Vav,6.060935e-10,2.977395e-10,3.948766e-10,4.545352e-10,0.01550151,0.02509248,0.02503886,0.02490198,0.02508092,0.01840523,3.366097e-10,3.22281e-10,4.233915e-10
128,Vvf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Vv2ABA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,VABAdg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,ve2GAPDH,-1.392441e-11,-2.141865e-12,-7.557488e-12,-1.111359e-12,3.558582e-12,6.497448e-12,1.126488e-13,-1.465333e-13,-1.085969e-15,9.975691e-13,-6.72592e-11,1.250011e-12,1.494461e-11
132,ve2FBPase,2.271051e-12,8.604611e-12,-8.647948e-13,-1.07881e-13,1.494317e-12,7.876811e-13,2.881981e-14,8.110596e-14,1.468406e-13,1.837315e-13,-8.908672e-12,2.77226e-13,1.099158e-11
133,ve2SBPase,9.401617e-12,2.095797e-11,-3.606917e-12,-7.090685e-13,6.402239e-12,3.178148e-12,6.742985e-14,-3.873319e-15,5.41778e-14,7.968746e-13,-3.806125e-11,9.740192e-13,2.853384e-11
134,ve2PRK,-1.87031e-11,-1.17384e-12,-7.535659e-12,-1.06238e-12,2.856047e-13,6.372171e-12,9.958167e-14,-1.432892e-13,-1.019918e-15,3.570231e-13,-6.550463e-11,1.098164e-12,1.482253e-11
135,ve2ATPase,-2.106022e-12,-1.317995e-13,-8.477827e-13,-1.195025e-13,3.149886e-14,7.167626e-13,1.119884e-14,-1.611736e-14,-1.146667e-16,3.997624e-14,-7.367466e-12,1.235302e-13,1.667694e-12
136,ve2ATPGPP,5.701548e-13,-3.844602e-12,-7.201547e-12,-1.180437e-12,9.471411e-12,6.253595e-12,1.403571e-13,-1.415686e-13,-1.211118e-15,1.654221e-12,-6.497447e-11,1.45346e-12,1.450449e-11
137,ve2MDH,-8.1138e-14,-1.378617e-15,-2.950339e-14,-4.151302e-15,-1.01953e-15,2.476353e-14,3.611748e-16,-5.553826e-16,-3.876023e-18,3.634788e-17,-2.538586e-13,3.696913e-15,5.76025e-14
138,ve2Fd,4.037301,6.602015,8.49468,9.960318,14.55022,14.15859,14.52347,13.75123,14.24914,14.37392,6.806684,7.26331,4.745463
139,veFd2Thio,-4.345948e-11,2.189391e-11,-3.545993e-11,-5.217727e-12,2.197743e-11,3.031325e-11,5.256289e-13,-5.151553e-13,1.956582e-13,4.173046e-12,-2.313799e-10,1.105971e-11,1.004617e-10
140,veFd2Calvin,0.3501987,0.8470265,0.8545575,1.098455,1.493798,1.641999,1.50392,1.796157,1.607735,1.560514,3.598126,0.7222114,0.6592982
141,ve2RuACT,4.748907e-14,-4.071047e-13,-7.6564e-13,-1.253776e-13,1.003337e-12,6.64897e-13,1.488948e-14,-1.505171e-14,-1.285777e-16,1.755427e-13,-6.908482e-12,1.542921e-13,1.541882e-12
